Name,Genre,Artist,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Valence,Liveness
Centuries,rock,Fall Out Boy,0.393,0.858,-2.868,0.0729,0.00359,0.0,0.56,0.102
Chill Bill (feat. J. Davi$ & Spooks),hip hop,Rob $tone,0.886,0.427,-10.028,0.145,0.0312,0.00099,0.23,0.0906
Are You With Me - Radio Edit,"pop, Dance/Electronic",Lost Frequencies,0.776,0.574,-9.882,0.0317,0.466,7.83e-05,0.412,0.131
Stressed Out,rock,Twenty One Pilots,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.648,0.0602
Worth It (feat. Kid Ink),pop,Fifth Harmony,0.884,0.765,-3.865,0.0882,0.063,7.04e-06,0.594,0.118
Way down We Go,"rock, classical",KALEO,0.59,0.578,-5.798,0.0528,0.612,0.000162,0.264,0.0837
Like I Can,pop,Sam Smith,0.656,0.627,-6.627,0.0379,0.343,2.17e-05,0.481,0.124
Light It Up (feat. Nyla & Fuse ODG) - Remix,"hip hop, pop, Dance/Electronic",Major Lazer,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.751,0.233
Intoxicated - New Radio Mix,"pop, Dance/Electronic",Martin Solveig,0.8,0.677,-4.023,0.0393,0.00563,0.00409,0.547,0.0838
Waiting For Love,"pop, Dance/Electronic",Avicii,0.579,0.736,-3.863,0.0527,0.31,0.0,0.613,0.198
Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"hip hop, pop, Dance/Electronic",Felix Jaehn,0.778,0.566,-6.959,0.0311,0.672,0.000197,0.479,0.0698
Wildest Dreams,pop,Taylor Swift,0.553,0.664,-7.417,0.0741,0.0709,0.0056,0.467,0.106
In The Night,"pop, R&B",The Weeknd,0.48,0.682,-4.94,0.13,0.0696,0.0,0.506,0.0463
Time of Our Lives,"hip hop, pop, latin",Pitbull,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.724,0.694
Runaway (U & I),"pop, Dance/Electronic",Galantis,0.506,0.805,-4.119,0.0469,0.00711,0.00193,0.383,0.0856
Bitch Better Have My Money,"hip hop, pop, R&B",Rihanna,0.781,0.728,-4.981,0.0621,0.0509,1.94e-06,0.395,0.257
Lush Life,"pop, Dance/Electronic",Zara Larsson,0.658,0.741,-2.86,0.0536,0.141,0.0,0.789,0.189
Drag Me Down,pop,One Direction,0.73,0.703,-5.672,0.0369,0.109,0.0,0.595,0.0657
Antidote,"hip hop, Dance/Electronic",Travis Scott,0.713,0.526,-5.046,0.032,0.00767,0.000148,0.131,0.124
King,"pop, Dance/Electronic",Years & Years,0.559,0.848,-4.125,0.0388,0.0665,0.0,0.466,0.382
Confident,pop,Demi Lovato,0.594,0.749,-6.251,0.0677,0.00188,0.000139,0.344,0.0869
Closer,pop,Lemaitre,0.583,0.785,-3.991,0.0337,0.0012,0.0127,0.355,0.124
Same Old Love,pop,Selena Gomez,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.438,0.214
Do It Again,"pop, R&B",Pia Mia,0.712,0.564,-6.527,0.047,0.0266,0.0,0.411,0.0874
My House,"hip hop, pop",Flo Rida,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.74,0.128
Watch Me (Whip / Nae Nae),hip hop,Silentó,0.819,0.768,-8.522,0.134,0.234,0.0,0.964,0.334
Ayo,"hip hop, pop, R&B",Chris Brown,0.823,0.563,-5.095,0.0443,0.0399,0.0,0.682,0.0851
Spirits,"rock, Folk/Acoustic, pop",The Strumbellas,0.556,0.658,-6.075,0.0265,0.164,0.0,0.787,0.113
Trap Queen,"hip hop, pop",Fetty Wap,0.746,0.873,-3.803,0.128,0.0244,0.0,0.817,0.354
Talking Body,"pop, Dance/Electronic",Tove Lo,0.736,0.761,-5.449,0.0338,0.0966,0.0,0.114,0.0823
7/11,"pop, R&B",Beyoncé,0.747,0.705,-5.137,0.126,0.0128,0.0,0.56,0.126
High By The Beach,pop,Lana Del Rey,0.536,0.486,-11.067,0.0346,0.244,0.00788,0.0968,0.12
Never Forget You,"pop, Dance/Electronic",Zara Larsson,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.276,0.269
oui,"hip hop, pop, R&B",Jeremih,0.418,0.724,-3.724,0.0964,0.213,0.0,0.604,0.112
Hotline Bling,"hip hop, pop, R&B",Drake,0.891,0.628,-7.863,0.0551,0.00258,0.00019,0.552,0.0504
Kill Em With Kindness,pop,Selena Gomez,0.757,0.884,-5.488,0.0404,0.00795,5.87e-05,0.398,0.0973
Let It All Go,pop,Birdy,0.383,0.43,-8.644,0.0302,0.817,1.04e-06,0.174,0.0869
679 (feat. Remy Boyz),"hip hop, pop",Fetty Wap,0.618,0.717,-5.738,0.318,0.00256,0.0,0.603,0.625
Love Me Harder,pop,Ariana Grande,0.472,0.714,-4.389,0.0334,0.00937,0.0,0.24,0.0764
Can't Feel My Face,"pop, R&B",The Weeknd,0.705,0.769,-5.526,0.0425,0.113,0.0,0.583,0.105
You Don't Own Me (feat. G-Eazy),"pop, R&B",SAYGRACE,0.336,0.664,-5.68,0.102,0.166,1.31e-06,0.294,0.0575
Renegades,"hip hop, rock, pop",X Ambassadors,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.528,0.229
Locked Away (feat. Adam Levine),pop,R. City,0.509,0.671,-5.709,0.0678,0.304,0.0,0.55,0.0452
Stole the Show,"pop, Dance/Electronic",Kygo,0.64,0.635,-7.565,0.226,0.271,0.0,0.475,0.319
The Less I Know The Better,metal,Tame Impala,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.785,0.167
Good For You,pop,Selena Gomez,0.6,0.676,-6.447,0.0652,0.154,0.0,0.217,0.0741
My Way (feat. Monty),"hip hop, pop",Fetty Wap,0.748,0.741,-3.103,0.0531,0.00419,0.0,0.537,0.147
Take Me To Church,"Folk/Acoustic, pop",Hozier,0.566,0.664,-5.303,0.0464,0.634,0.0,0.437,0.116
Style,pop,Taylor Swift,0.588,0.791,-5.595,0.0402,0.00245,0.00258,0.487,0.118
Here,"pop, R&B",Alessia Cara,0.379,0.799,-4.031,0.163,0.0804,0.0,0.359,0.0793
"Writing's On The Wall - From ""Spectre"" Soundtrack",pop,Sam Smith,0.261,0.302,-8.19,0.0339,0.769,2.57e-06,0.0883,0.0863
Bang My Head (feat. Sia & Fetty Wap),"hip hop, pop, Dance/Electronic",David Guetta,0.599,0.869,-3.697,0.0789,0.0525,0.00719,0.593,0.103
All Eyes on You (feat. Chris Brown & Nicki Minaj),"hip hop, pop",Meek Mill,0.589,0.658,-5.288,0.203,0.0242,0.0,0.251,0.118
I Don't Fuck With You,"hip hop, pop",Big Sean,0.824,0.733,-5.474,0.0613,0.0362,0.0,0.395,0.325
Firestone,"pop, Dance/Electronic",Kygo,0.704,0.634,-7.374,0.0428,0.393,3.17e-05,0.411,0.0952
Jumpman,"hip hop, pop, R&B",Drake,0.853,0.558,-7.448,0.202,0.0462,0.0,0.654,0.341
Sunset Lover,Dance/Electronic,Petit Biscuit,0.783,0.467,-9.474,0.0503,0.729,0.809,0.236,0.109
Stitches,pop,Shawn Mendes,0.746,0.754,-6.684,0.0676,0.0152,0.0,0.746,0.0486
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)","hip hop, pop",Flo Rida,0.854,0.766,-4.697,0.141,0.0242,0.0,0.784,0.0793
The Heart Wants What It Wants,pop,Selena Gomez,0.616,0.789,-4.874,0.0377,0.053,0.0,0.621,0.142
Where Are Ü Now (with Justin Bieber),"pop, Dance/Electronic",Jack Ü,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.197,0.0789
On My Mind,"pop, rock, Dance/Electronic",Ellie Goulding,0.699,0.688,-6.607,0.0522,0.264,4.11e-06,0.742,0.0863
Don't,"hip hop, pop, R&B",Bryson Tiller,0.765,0.356,-5.556,0.195,0.223,0.0,0.189,0.0963
"Flex (Ooh, Ooh, Ooh)","hip hop, pop",Rich Homie Quan,0.676,0.615,-7.534,0.0496,0.0384,0.0,0.883,0.341
Please Don't Go,R&B,Joel Adams,0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.235,0.294
I Want You To Know,"hip hop, pop, Dance/Electronic",Zedd,0.561,0.877,-2.215,0.0659,0.00621,8.11e-06,0.375,0.28
Fast Car,"pop, Dance/Electronic",Jonas Blue,0.644,0.57,-6.994,0.052,0.484,0.0,0.527,0.299
Electric Love,"rock, pop",BØRNS,0.373,0.858,-6.536,0.0889,0.00407,0.0016,0.605,0.256
Easy Love,"pop, Dance/Electronic",Sigala,0.68,0.942,-4.208,0.0631,0.175,0.0013,0.647,0.117
Sorry,pop,Justin Bieber,0.654,0.76,-3.669,0.045,0.0797,0.0,0.41,0.299
One Last Time,pop,Ariana Grande,0.628,0.593,-5.036,0.0323,0.093,1.65e-06,0.104,0.096
Black Magic,pop,Little Mix,0.777,0.896,-4.467,0.0619,0.0352,0.0,0.843,0.317
Perfect,pop,One Direction,0.647,0.823,-5.231,0.0762,0.0598,0.0,0.396,0.119
Shine,"pop, Dance/Electronic",Years & Years,0.667,0.716,-5.21,0.0349,0.189,0.0,0.493,0.104
Lips Are Movin,pop,Meghan Trainor,0.775,0.825,-5.402,0.0464,0.0506,1.03e-06,0.95,0.111
El Perdón - Forgiveness,latin,Nicky Jam,0.736,0.719,-3.839,0.0357,0.256,0.0,0.656,0.0909
Starboy,"pop, R&B",The Weeknd,0.681,0.594,-7.028,0.282,0.165,3.49e-06,0.535,0.134
One Dance,"hip hop, pop, R&B",Drake,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.37,0.329
Love Yourself,pop,Justin Bieber,0.609,0.378,-9.828,0.438,0.835,0.0,0.515,0.28
Closer,"pop, Dance/Electronic",The Chainsmokers,0.748,0.524,-5.599,0.0338,0.414,0.0,0.661,0.111
Hello,"pop, R&B",Adele,0.471,0.431,-6.129,0.0342,0.329,0.0,0.289,0.0854
Panda,"hip hop, pop",Desiigner,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.236,0.366
Tuesday (feat. Danelle Sandoval),Dance/Electronic,Burak Yeter,0.841,0.639,-6.052,0.0688,0.0156,0.0654,0.675,0.0545
Cheap Thrills (feat. Sean Paul),pop,Sia,0.592,0.8,-4.931,0.215,0.0561,2.01e-06,0.728,0.0775
Wherever I Go,pop,OneRepublic,0.552,0.689,-6.444,0.0425,0.0915,0.0,0.349,0.27
Work,"hip hop, pop, R&B",Rihanna,0.725,0.534,-6.238,0.0946,0.0752,0.0,0.558,0.0919
Hymn for the Weekend,"rock, pop",Coldplay,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.412,0.325
Sorry,pop,Justin Bieber,0.654,0.76,-3.669,0.045,0.0797,0.0,0.41,0.299
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",pop,Justin Timberlake,0.666,0.83,-5.715,0.0751,0.0123,0.0,0.702,0.191
Wait a Minute!,"pop, R&B, Dance/Electronic",WILLOW,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.672,0.0943
Tiimmy Turner,"hip hop, pop",Desiigner,0.603,0.725,-3.054,0.0393,0.174,0.0,0.304,0.0786
"Me, Myself & I","hip hop, pop",G-Eazy,0.756,0.674,-6.518,0.0959,0.0184,0.0,0.389,0.158
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),"hip hop, pop, Dance/Electronic",David Guetta,0.367,0.915,-3.456,0.0488,0.0022,5.81e-05,0.365,0.0905
Hurts So Good,"rock, pop, Dance/Electronic",Astrid S,0.672,0.589,-5.008,0.049,0.082,0.0,0.379,0.0962
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","hip hop, pop",Lil Wayne,0.502,0.786,-4.378,0.317,0.255,0.0,0.739,0.65
Heathens,rock,Twenty One Pilots,0.732,0.396,-9.348,0.0286,0.0841,3.58e-05,0.548,0.105
Low Life (feat. The Weeknd),"hip hop, pop",Future,0.722,0.331,-7.789,0.0726,0.337,0.282,0.102,0.146
No Money,"pop, Dance/Electronic",Galantis,0.671,0.916,-4.014,0.0397,0.0282,0.00762,0.803,0.24
Don't Let Me Down,"pop, Dance/Electronic",The Chainsmokers,0.532,0.869,-5.094,0.172,0.157,0.00508,0.422,0.136
Girls Like (feat. Zara Larsson),"hip hop, pop, Dance/Electronic",Tinie Tempah,0.916,0.804,-3.406,0.049,0.37,1.18e-05,0.538,0.0812
Hear Me Now,"pop, Dance/Electronic",Alok,0.788,0.43,-7.757,0.0419,0.537,0.00261,0.461,0.0936
All Time Low,"hip hop, pop",Jon Bellion,0.617,0.567,-4.188,0.0828,0.0584,0.0,0.505,0.0933
Sex,"pop, Dance/Electronic",Cheat Codes,0.51,0.692,-5.825,0.171,0.00451,0.0,0.209,0.138
NO,pop,Meghan Trainor,0.557,0.803,-3.599,0.213,0.0124,1.61e-06,0.657,0.737
Hotter Than Hell,pop,Dua Lipa,0.532,0.868,-4.23,0.0908,0.011,0.0,0.529,0.0584
In the Name of Love,"pop, Dance/Electronic",Martin Garrix,0.501,0.519,-5.88,0.0409,0.109,0.0,0.168,0.454
Faded,Dance/Electronic,Alan Walker,0.468,0.627,-5.085,0.0476,0.0281,7.97e-06,0.159,0.11
Cool Girl,"pop, Dance/Electronic",Tove Lo,0.674,0.71,-7.042,0.111,0.343,6.71e-06,0.234,0.129
Let Me Love You,"hip hop, pop, Dance/Electronic",DJ Snake,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.163,0.135
This Is What You Came For (feat. Rihanna),"hip hop, pop, Dance/Electronic",Calvin Harris,0.631,0.927,-2.787,0.0332,0.199,0.119,0.465,0.148
I Took A Pill In Ibiza - Seeb Remix,"hip hop, pop, Dance/Electronic",Mike Posner,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.71,0.0843
2 Phones,"hip hop, pop",Kevin Gates,0.895,0.681,-5.267,0.358,0.157,0.0,0.554,0.189
Needed Me,"hip hop, pop, R&B",Rihanna,0.671,0.314,-8.091,0.244,0.11,0.0,0.296,0.0825
Side To Side,pop,Ariana Grande,0.648,0.738,-5.883,0.247,0.0408,0.0,0.603,0.292
Alone,"pop, Dance/Electronic",Marshmello,0.631,0.953,-3.739,0.0343,0.0241,0.0155,0.422,0.108
I Know What You Did Last Summer,pop,Shawn Mendes,0.687,0.761,-4.582,0.0876,0.102,0.0,0.743,0.147
Same Old Love,pop,Selena Gomez,0.672,0.593,-4.01,0.0304,0.0223,0.0,0.438,0.214
My Way,"hip hop, pop, Dance/Electronic",Calvin Harris,0.818,0.913,-3.06,0.0426,0.093,3.69e-05,0.536,0.161
HandClap,"pop, rock",Fitz and The Tantrums,0.636,0.836,-3.004,0.0427,0.00609,0.000157,0.715,0.0828
Ride,rock,Twenty One Pilots,0.645,0.713,-5.355,0.0393,0.00835,0.0,0.566,0.113
My House,"hip hop, pop",Flo Rida,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.74,0.128
Dangerous Woman,pop,Ariana Grande,0.677,0.604,-5.32,0.0385,0.0612,0.0,0.297,0.353
Alarm,"pop, Dance/Electronic",Anne-Marie,0.756,0.589,-5.093,0.232,0.0812,0.0,0.811,0.176
We Don't Talk Anymore (feat. Selena Gomez),pop,Charlie Puth,0.728,0.563,-8.053,0.134,0.621,0.0,0.352,0.179
I'm In Control,"pop, Dance/Electronic",AlunaGeorge,0.734,0.847,-3.713,0.0346,0.355,0.000144,0.673,0.154
DUELE EL CORAZON (feat. Wisin),"pop, latin",Enrique Iglesias,0.716,0.908,-3.254,0.103,0.0858,0.0,0.869,0.135
Never Forget You,Dance/Electronic,MNEK,0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.276,0.269
The Ocean (feat. Shy Martin),"pop, Dance/Electronic",Mike Perry,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.188,0.104
Hotline Bling,"hip hop, pop, R&B",Drake,0.903,0.62,-8.094,0.0587,0.00347,0.000119,0.539,0.0504
Into You,pop,Ariana Grande,0.623,0.734,-5.948,0.107,0.0162,1.75e-06,0.37,0.145
Treat You Better,pop,Shawn Mendes,0.444,0.819,-4.078,0.341,0.106,0.0,0.747,0.107
Say It,"hip hop, pop, R&B",Tory Lanez,0.546,0.529,-10.511,0.0583,0.0862,6.5e-06,0.247,0.124
Adventure of a Lifetime,"rock, pop",Coldplay,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.53,0.149
This Girl - Kungs Vs. Cookin' On 3 Burners,"pop, Dance/Electronic",Kungs,0.79,0.705,-4.684,0.0383,0.0807,4.81e-05,0.501,0.251
You Don't Own Me (feat. G-Eazy),"pop, R&B",SAYGRACE,0.332,0.635,-5.653,0.0898,0.159,2.79e-06,0.261,0.0599
Renegades,"hip hop, rock, pop",X Ambassadors,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.528,0.229
Cake By The Ocean,pop,DNCE,0.774,0.753,-5.446,0.0517,0.152,0.0,0.896,0.0371
The Girl Is Mine,Dance/Electronic,99 Souls,0.683,0.943,-3.6,0.0397,0.00423,0.0972,0.706,0.0356
Papercuts (feat. Vera Blue),"hip hop, pop, Dance/Electronic",Illy,0.369,0.618,-6.304,0.249,0.161,0.0,0.467,0.257
Gold,"rock, pop, Dance/Electronic",Kiiara,0.6,0.412,-9.343,0.344,0.615,0.0025,0.408,0.134
Stole the Show,"pop, Dance/Electronic",Kygo,0.678,0.633,-6.443,0.171,0.151,0.0,0.478,0.147
Work from Home (feat. Ty Dolla $ign),pop,Fifth Harmony,0.803,0.585,-5.861,0.0432,0.103,3.94e-06,0.593,0.0644
Pop Style,"hip hop, pop, R&B",Drake,0.713,0.462,-10.027,0.123,0.192,2.16e-06,0.0594,0.105
PILLOWTALK,"pop, Dance/Electronic",ZAYN,0.588,0.702,-4.271,0.0496,0.104,0.0,0.429,0.089
Here,"pop, R&B",Alessia Cara,0.376,0.822,-3.974,0.104,0.0783,0.0,0.327,0.0841
Middle,"hip hop, pop, Dance/Electronic",DJ Snake,0.611,0.7,-5.331,0.0436,0.0199,0.0,0.213,0.0549
Sweet Lovin' - Radio Edit,"pop, Dance/Electronic",Sigala,0.683,0.91,-1.231,0.0515,0.0553,4.78e-06,0.674,0.336
Jumpman,"hip hop, pop, R&B",Drake,0.852,0.553,-7.286,0.187,0.0559,0.0,0.656,0.332
Dangerously,pop,Charlie Puth,0.696,0.517,-8.379,0.0366,0.364,0.0,0.23,0.197
Close,pop,Nick Jonas,0.654,0.623,-5.273,0.082,0.253,0.0,0.401,0.144
Perfect Strangers,"pop, Dance/Electronic",Jonas Blue,0.742,0.819,-5.307,0.0487,0.372,0.0,0.709,0.277
Cold Water (feat. Justin Bieber & MØ),"hip hop, pop, Dance/Electronic",Major Lazer,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.501,0.156
Roses,"pop, Dance/Electronic",The Chainsmokers,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.343,0.309
LUV,"hip hop, pop, R&B",Tory Lanez,0.688,0.541,-8.128,0.114,0.0118,0.0,0.247,0.123
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",pop,P!nk,0.632,0.702,-5.92,0.148,0.0114,0.0,0.523,0.108
Don't,"hip hop, pop, R&B",Bryson Tiller,0.765,0.356,-5.556,0.195,0.223,0.0,0.189,0.0963
Just Hold On,"hip hop, pop, Dance/Electronic",Steve Aoki,0.647,0.932,-3.515,0.0824,0.00383,1.5e-06,0.374,0.0574
Tears (feat. Louisa Johnson),"pop, Dance/Electronic",Clean Bandit,0.605,0.77,-3.645,0.0446,0.0431,0.0,0.298,0.159
Fast Car,"pop, Dance/Electronic",Jonas Blue,0.459,0.587,-6.983,0.0785,0.453,0.0,0.581,0.307
Never Be Like You,Dance/Electronic,Flume,0.443,0.558,-5.436,0.0624,0.441,0.0,0.248,0.163
Good Grief,"pop, rock",Bastille,0.73,0.758,-4.888,0.0653,0.147,0.0,0.877,0.311
The Greatest (feat. Kendrick Lamar),pop,Sia,0.668,0.725,-6.127,0.266,0.0102,0.000479,0.729,0.0561
Not Nice,"hip hop, pop, R&B",PARTYNEXTDOOR,0.598,0.496,-9.309,0.0804,0.0253,0.00132,0.725,0.12
"i hate u, i love u (feat. olivia o'brien)","hip hop, pop",Garrett Nash,0.492,0.275,-13.4,0.3,0.687,0.0,0.18,0.101
1955,"hip hop, pop",Hilltop Hoods,0.766,0.5,-7.558,0.0695,0.719,5.91e-06,0.71,0.304
All In My Head (Flex) (feat. Fetty Wap),pop,Fifth Harmony,0.689,0.791,-5.194,0.053,0.023,0.0,0.755,0.0526
"Sit Still, Look Pretty","rock, pop, Dance/Electronic",Daya,0.657,0.739,-4.081,0.274,0.141,0.0,0.543,0.178
Don't Mind,hip hop,Kent Jones,0.464,0.771,-4.503,0.336,0.0235,0.0,0.69,0.063
Say It,Dance/Electronic,Flume,0.581,0.531,-6.829,0.0322,0.0731,3.27e-06,0.273,0.0616
Exchange,"hip hop, pop, R&B",Bryson Tiller,0.525,0.433,-10.598,0.185,0.107,0.0,0.276,0.135
Final Song,"pop, Dance/Electronic",MØ,0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.245,0.0756
Sorry,"pop, R&B",Beyoncé,0.775,0.598,-7.274,0.0535,0.00175,4.44e-06,0.356,0.253
Shout Out to My Ex,pop,Little Mix,0.773,0.747,-4.061,0.0889,0.0239,8.23e-06,0.8,0.11
Ophelia,"pop, Folk/Acoustic",The Lumineers,0.664,0.576,-6.429,0.0286,0.63,0.000198,0.621,0.0902
Pink + White,"hip hop, pop, R&B",Frank Ocean,0.544,0.552,-7.45,0.0991,0.67,4.57e-05,0.554,0.415
Too Good,"hip hop, pop, R&B",Drake,0.794,0.653,-7.839,0.104,0.0489,4.88e-05,0.397,0.1
Shape of You,pop,Ed Sheeran,0.825,0.652,-3.183,0.0802,0.581,0.0,0.931,0.0931
No Lie,"hip hop, pop",Sean Paul,0.742,0.882,-2.862,0.117,0.0466,0.0,0.463,0.206
Despacito (Featuring Daddy Yankee),"pop, latin",Luis Fonsi,0.66,0.786,-4.757,0.17,0.209,0.0,0.846,0.112
Too Good At Goodbyes,pop,Sam Smith,0.681,0.372,-8.237,0.0432,0.64,0.0,0.476,0.169
Rockabye (feat. Sean Paul & Anne-Marie),"pop, Dance/Electronic",Clean Bandit,0.72,0.763,-4.068,0.0523,0.406,0.0,0.742,0.18
Havana (feat. Young Thug),pop,Camila Cabello,0.768,0.517,-4.323,0.0312,0.186,3.8e-05,0.418,0.104
Thunder,rock,Imagine Dragons,0.6,0.81,-4.749,0.0479,0.00683,0.21,0.298,0.155
Don't Wanna Know (feat. Kendrick Lamar),pop,Maroon 5,0.783,0.61,-6.124,0.0696,0.343,0.0,0.418,0.0983
Something Just Like This,"pop, Dance/Electronic",The Chainsmokers,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.446,0.164
Perfect,pop,Ed Sheeran,0.599,0.448,-6.312,0.0232,0.163,0.0,0.168,0.106
Little Dark Age,rock,MGMT,0.705,0.712,-6.156,0.0385,0.0102,0.000855,0.62,0.1
goosebumps,"hip hop, Dance/Electronic",Travis Scott,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.43,0.149
Bored,"pop, Dance/Electronic",Billie Eilish,0.614,0.318,-12.695,0.0478,0.896,0.00239,0.112,0.0795
Mask Off,"hip hop, pop",Future,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.281,0.165
Him & I,"hip hop, pop",G-Eazy,0.589,0.731,-6.343,0.0868,0.0534,0.0,0.191,0.308
Cold (feat. Future),pop,Maroon 5,0.697,0.716,-6.288,0.113,0.118,0.0,0.506,0.0424
Swang,"hip hop, pop",Rae Sremmurd,0.681,0.314,-9.319,0.0581,0.2,9.82e-06,0.166,0.1
Save That Shit,hip hop,Lil Peep,0.534,0.583,-8.672,0.0288,0.0262,0.0,0.145,0.421
Plain Jane,"hip hop, pop",A$AP Ferg,0.797,0.844,-5.482,0.275,0.0651,0.0,0.52,0.087
Unforgettable,"hip hop, pop",French Montana,0.726,0.769,-5.043,0.123,0.0293,0.0101,0.733,0.104
Bank Account,hip hop,21 Savage,0.884,0.347,-8.227,0.35,0.015,7e-06,0.376,0.0871
More Than You Know,"pop, Dance/Electronic",Axwell /\ Ingrosso,0.645,0.741,-4.989,0.0339,0.0323,0.0,0.534,0.29
Dusk Till Dawn (feat. Sia) - Radio Edit,"pop, Dance/Electronic",ZAYN,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.0951,0.106
Mi Gente,latin,J Balvin,0.548,0.701,-4.862,0.0914,0.0178,1.34e-05,0.309,0.134
You Don't Know Me - Radio Edit,"hip hop, pop, Dance/Electronic",Jax Jones,0.876,0.669,-6.054,0.138,0.163,0.0,0.682,0.185
Black Beatles,"hip hop, pop",Rae Sremmurd,0.794,0.632,-6.163,0.0649,0.142,0.0,0.355,0.128
Ain't My Fault,"pop, Dance/Electronic",Zara Larsson,0.576,0.782,-4.825,0.0296,0.00778,0.0,0.355,0.285
BUTTERFLY EFFECT,"hip hop, Dance/Electronic",Travis Scott,0.763,0.598,-6.865,0.0539,0.0714,0.0,0.182,0.112
Rolex,"hip hop, pop",Ayo & Teo,0.804,0.886,-2.512,0.04,0.0837,0.0,0.789,0.266
XO Tour Llif3,hip hop,Lil Uzi Vert,0.732,0.75,-6.366,0.231,0.00264,0.0,0.401,0.109
Whatever It Takes,rock,Imagine Dragons,0.672,0.655,-5.021,0.0311,0.0362,0.0,0.556,0.117
Chill Bill (feat. J. Davi$ & Spooks),hip hop,Rob $tone,0.886,0.427,-10.028,0.145,0.0312,0.00099,0.23,0.0906
Swalla (feat. Nicki Minaj & Ty Dolla $ign),"hip hop, pop",Jason Derulo,0.696,0.817,-3.862,0.109,0.075,0.0,0.782,0.187
No Limit,"hip hop, pop",G-Eazy,0.838,0.771,-3.791,0.244,0.0117,0.0,0.405,0.0853
Magnolia,hip hop,Playboi Carti,0.791,0.582,-7.323,0.286,0.0114,0.0,0.443,0.35
Hold On,"pop, Folk/Acoustic",Chord Overstreet,0.618,0.443,-9.681,0.0526,0.469,0.0,0.167,0.0829
Breathe,"hip hop, pop, Dance/Electronic",Jax Jones,0.722,0.744,-5.52,0.0363,0.0234,0.000157,0.686,0.143
Believer,rock,Imagine Dragons,0.779,0.787,-4.305,0.108,0.0524,0.0,0.708,0.14
Criminal,"pop, latin",Natti Natasha,0.814,0.813,-3.023,0.0561,0.03,9.33e-05,0.839,0.255
HUMBLE.,hip hop,Kendrick Lamar,0.906,0.625,-6.779,0.0903,0.000243,3.23e-05,0.423,0.0975
Fetish (feat. Gucci Mane),pop,Selena Gomez,0.708,0.618,-4.424,0.0592,0.0204,6.81e-06,0.265,0.062
Attention,pop,Charlie Puth,0.774,0.626,-4.432,0.0432,0.0969,3.12e-05,0.777,0.0848
Man's Not Hot,"pop, Dance/Electronic",Big Shaq,0.905,0.884,-4.076,0.236,0.111,8.31e-05,0.588,0.107
Ciao Adios,"pop, Dance/Electronic",Anne-Marie,0.698,0.882,-3.078,0.0863,0.127,0.0,0.445,0.15
Human,R&B,Rag'n'Bone Man,0.602,0.707,-4.097,0.302,0.393,0.0,0.554,0.165
do re mi,"hip hop, pop, Dance/Electronic",blackbear,0.745,0.593,-6.35,0.0526,0.00522,5.25e-06,0.17,0.123
Gucci Gang,hip hop,Lil Pump,0.936,0.523,-6.71,0.0597,0.239,0.0,0.699,0.117
Look What You Made Me Do,pop,Taylor Swift,0.766,0.709,-6.471,0.123,0.204,1.41e-05,0.506,0.126
SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),"pop, latin",Enrique Iglesias,0.688,0.822,-3.304,0.0537,0.0642,0.0,0.66,0.241
